inventoryId,sourcePath,sourceFileName,sourceExtension,sourceBucket,sourceType,trackedStatus,probableEventKey,probableAgency,probableYear,probableAircraftOrOperation,sourceQuality,eventTypeHypothesis,escapePointClarity,actorClarity,multiActorPotential,negativeControlPotential,likelyCoverageP,likelyCoverageO,likelyCoverageA,evidenceGaps,status,notes
A4R178-INV-0001,docs/sera-vnext/SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,SERA_ENGINE_VNEXT_A4R106_NODE_EVIDENCE_MATRIX_A4R107_v0.2.0.md,md,TRACKER_OR_INDEX,DOCUMENTED_EXTRACTION_OR_TRACKER,TRACKED,SERA-ENGINE-VNEXT-A4R106-NODE-EVIDENCE-MATRIX-A4R107-V0-2-0,UNKNOWN,UNKNOWN,UNKNOWN,LOW,TRACKER_OR_MATRIX,NOT_ASSESSED,NOT_ASSESSED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0303,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.html,NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.html,html,SOURCE_CORPUS_OFFICIAL_REPORT,HTML_SOURCE_PAGE,UNKNOWN,AAIB-UK-SIKORSKY-S-61N,AAIB,UNKNOWN,Sikorsky-S-61N,UNKNOWN,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NEEDS_SOURCE_REVIEW,NEEDS_SOURCE_ENRICHMENT,structural inventory only; no final SERA classification
A4R178-INV-0304,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.pdf,NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,AIBN-NORWAY-EUROCOPTER-AS332-L1-SUPER-PUMA,AIBN,UNKNOWN,Eurocopter-AS332-L1-Super-Puma,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0305,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.pdf,NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SHK-SWEDEN-EC135-H145-CLASS-EMS-HELICOPTER,SHK,2020,EC135-H145-class-EMS-helicopter,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0306,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.pdf,NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SHK-SWEDEN-LIGHT-HELICOPTER-SEE-REPORT,SHK,2022,Light-helicopter-see-report,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0307,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.pdf,NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SHK-SWEDEN-LIGHT-UTILITY-HELICOPTER,SHK,2023,Light-utility-helicopter,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0308,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-49__2025__SHK-Sweden__Helicopter-likely-EC-series__SHK-2025-18e-Helicopter-accident-Sweden-au.pdf,NEW50-49__2025__SHK-Sweden__Helicopter-likely-EC-series__SHK-2025-18e-Helicopter-accident-Sweden-au.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SHK-SWEDEN-HELICOPTER-LIKELY-EC-SERIES,SHK,2025,Helicopter-likely-EC-series,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0309,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-4__2002__SUST-Switzerland__Avro-RJ100__Crossair-Flight-3597-Avro-RJ100-HB-IXM-CFI.pdf,NEW50-4__2002__SUST-Switzerland__Avro-RJ100__Crossair-Flight-3597-Avro-RJ100-HB-IXM-CFI.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SUST-SWITZERLAND-AVRO-RJ100,SUST,UNKNOWN,Avro-RJ100,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0310,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-50__2025__SHK-Sweden__Light-helicopter__Accident-with-a-helicopter-at-Enköping-Långto.pdf,NEW50-50__2025__SHK-Sweden__Light-helicopter__Accident-with-a-helicopter-at-Enköping-Långto.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,SHK-SWEDEN-LIGHT-HELICOPTER,SHK,UNKNOWN,Light-helicopter,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0311,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool/NEW50-6__2009__CENIPA-Brazil__Airbus-A320-233__TAM-Airlines-Flight-3054-Airbus-A320-233-PR.pdf,NEW50-6__2009__CENIPA-Brazil__Airbus-A320-233__TAM-Airlines-Flight-3054-Airbus-A320-233-PR.pdf,pdf,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_PDF,UNKNOWN,CENIPA-BRAZIL-AIRBUS-A320-233,UNKNOWN,UNKNOWN,Airbus-A320-233,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0312,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-11__1986__NTSB-USA__Lockheed-L-1011-TriStar__Delta-Air-Lines-Flight-191-L-1011-DFW-Micro.txt,NEW50-11__1986__NTSB-USA__Lockheed-L-1011-TriStar__Delta-Air-Lines-Flight-191-L-1011-DFW-Micro.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-LOCKHEED-L-1011-TRISTAR,NTSB,UNKNOWN,Lockheed-L-1011-TriStar,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0313,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-12__1982__NTSB-USA__Boeing-737-222__Air-Florida-Flight-90-Boeing-737-222-Washi.txt,NEW50-12__1982__NTSB-USA__Boeing-737-222__Air-Florida-Flight-90-Boeing-737-222-Washi.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-BOEING-737-222,NTSB,UNKNOWN,Boeing-737-222,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0314,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-14__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__USAir-Flight-1493-Runway-Collision-with-Sky.txt,NEW50-14__1991__NTSB-USA__Boeing-737-300-Fairchild-Metroliner-SA-227-AC__USAir-Flight-1493-Runway-Collision-with-Sky.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-BOEING-737-300-FAIRCHILD-METROLINER-SA-227-AC,NTSB,UNKNOWN,Boeing-737-300-Fairchild-Metroliner-SA-227-AC,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0315,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-15__2010__NTSB-USA__Airbus-A320-214__US-Airways-Flight-1549-A320-214-Ditching-Hu.txt,NEW50-15__2010__NTSB-USA__Airbus-A320-214__US-Airways-Flight-1549-A320-214-Ditching-Hu.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-AIRBUS-A320-214,NTSB,UNKNOWN,Airbus-A320-214,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,POSSIBLE_DUPLICATE,possible duplicate group; requires human review
A4R178-INV-0316,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-18__1993__BEA-France__Airbus-A320-111__Air-Inter-Flight-148-Airbus-A320-111-F-GGED.txt,NEW50-18__1993__BEA-France__Airbus-A320-111__Air-Inter-Flight-148-Airbus-A320-111-F-GGED.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,BEA-FRANCE-AIRBUS-A320-111,BEA,UNKNOWN,Airbus-A320-111,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0317,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-1__2020__NTSB-USA__Boeing-767-375BCF__Atlas-Air-Flight-3591-Rapid-Descent-and-Cra.txt,NEW50-1__2020__NTSB-USA__Boeing-767-375BCF__Atlas-Air-Flight-3591-Rapid-Descent-and-Cra.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-BOEING-767-375BCF,NTSB,UNKNOWN,Boeing-767-375BCF,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0318,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-21__2016__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__Eurocopter-AS332-L2-Super-Puma-G-WNSB-Sumbu.txt,NEW50-21__2016__AAIB-UK__Eurocopter-AS332-L2-Super-Puma__Eurocopter-AS332-L2-Super-Puma-G-WNSB-Sumbu.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AAIB-UK-EUROCOPTER-AS332-L2-SUPER-PUMA,AAIB,UNKNOWN,Eurocopter-AS332-L2-Super-Puma,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0319,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-23__2018__AIBN-Norway__Airbus-EC225-LP-Super-Puma__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-No.txt,NEW50-23__2018__AIBN-Norway__Airbus-EC225-LP-Super-Puma__Airbus-Helicopters-EC225-LP-LN-OJF-Turøy-No.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,UNKNOWN,AIBN-NORWAY-AIRBUS-EC225-LP-SUPER-PUMA,AIBN,UNKNOWN,Airbus-EC225-LP-Super-Puma,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0320,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-29__2006__NTSB-USA__Sikorsky-S-76A__Sikorsky-S-76A-offshore-CFIT-Gulf-of-Mexic.txt,NEW50-29__2006__NTSB-USA__Sikorsky-S-76A__Sikorsky-S-76A-offshore-CFIT-Gulf-of-Mexic.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-SIKORSKY-S-76A,NTSB,UNKNOWN,Sikorsky-S-76A,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0321,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-2__1999__NTSB-USA__Boeing-737-300__USAir-Flight-427-Loss-of-Control-Boeing-73.txt,NEW50-2__1999__NTSB-USA__Boeing-737-300__USAir-Flight-427-Loss-of-Control-Boeing-73.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-BOEING-737-300,NTSB,UNKNOWN,Boeing-737-300,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,MEDIUM,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0322,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-30__2021__NTSB-USA__Eurocopter-EC130-B4__Eurocopter-EC130-B4-Grand-Canyon-air-tour-201.txt,NEW50-30__2021__NTSB-USA__Eurocopter-EC130-B4__Eurocopter-EC130-B4-Grand-Canyon-air-tour-201.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-EUROCOPTER-EC130-B4,NTSB,UNKNOWN,Eurocopter-EC130-B4,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0323,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-31__2000__NTSB-USA__Sikorsky-S-76B__Helicopter-EMS-S-76B-Night-CFIT-during-EMS.txt,NEW50-31__2000__NTSB-USA__Sikorsky-S-76B__Helicopter-EMS-S-76B-Night-CFIT-during-EMS.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-SIKORSKY-S-76B,NTSB,UNKNOWN,Sikorsky-S-76B,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0324,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-37__2021__TSB-Canada__Small-aircraft-helicopter-ver-TSB-para-tipo-exato__Air-transportation-safety-investigation-repor.txt,NEW50-37__2021__TSB-Canada__Small-aircraft-helicopter-ver-TSB-para-tipo-exato__Air-transportation-safety-investigation-repor.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,TSB-CANADA-SMALL-AIRCRAFT-HELICOPTER-VER-TSB-PARA-TIPO-EXATO,TSB,UNKNOWN,Small-aircraft-helicopter-ver-TSB-para-tipo-exato,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0325,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,NEW50-38__2000__NTSB-USA__Learjet-35A__Learjet-35A-N47BA-CFIT-near-Aberdeen-SD-199.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,NTSB-USA-LEARJET-35A,NTSB,UNKNOWN,Learjet-35A,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0326,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-3__2006__AAIASB-Greece__Boeing-737-31S__Accident-Report-11-2006-Helios-Airways-Flig.txt,NEW50-3__2006__AAIASB-Greece__Boeing-737-31S__Accident-Report-11-2006-Helios-Airways-Flig.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AAIASB-GREECE-BOEING-737-31S,UNKNOWN,2006,Boeing-737-31S,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0327,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-41__1984__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEON-British-Airways-Helic.txt,NEW50-41__1984__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEON-British-Airways-Helic.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AAIB-UK-SIKORSKY-S-61N,AAIB,UNKNOWN,Sikorsky-S-61N,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0328,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-42__1991__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEWL-Brent-Spar-East-Shet.txt,NEW50-42__1991__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-BEWL-Brent-Spar-East-Shet.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AAIB-UK-SIKORSKY-S-61N,AAIB,UNKNOWN,Sikorsky-S-61N,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0329,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.txt,NEW50-43__1983__AAIB-UK__Sikorsky-S-61N__Sikorsky-S-61N-G-ASNL-offshore-accident-11.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AAIB-UK-SIKORSKY-S-61N,AAIB,UNKNOWN,Sikorsky-S-61N,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0330,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.txt,NEW50-44__2001__AIBN-Norway__Eurocopter-AS332-L1-Super-Puma__Helikopter-Service-Flight-451-Eurocopter-AS.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,AIBN-NORWAY-EUROCOPTER-AS332-L1-SUPER-PUMA,AIBN,UNKNOWN,Eurocopter-AS332-L1-Super-Puma,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0331,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.txt,NEW50-46__2020__SHK-Sweden__EC135-H145-class-EMS-helicopter__RL-2020-06e-Helicopter-emergency-medical-se.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,SHK-SWEDEN-EC135-H145-CLASS-EMS-HELICOPTER,SHK,2020,EC135-H145-class-EMS-helicopter,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0332,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.txt,NEW50-47__2022__SHK-Sweden__Light-helicopter-see-report__RL-2022-06e-Helicopter-accident-Sweden-SHK.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,TRACKED,SHK-SWEDEN-LIGHT-HELICOPTER-SEE-REPORT,SHK,2022,Light-helicopter-see-report,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
A4R178-INV-0333,docs/sera-vnext/source-corpus/official-reports/a4r111-new50-pool-txt/NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.txt,NEW50-48__2023__SHK-Sweden__Light-utility-helicopter__SHK-2023-10e-Helicopter-accident-at-Enköpin.txt,txt,SOURCE_CORPUS_OFFICIAL_REPORT,OFFICIAL_REPORT_TEXT,UNKNOWN,SHK-SWEDEN-LIGHT-UTILITY-HELICOPTER,SHK,2023,Light-utility-helicopter,HIGH,OFFICIAL_REPORT_EVENT,UNCLEAR,UNCLEAR,UNKNOWN,UNKNOWN,POTENTIAL_BROAD,POTENTIAL_BROAD,POTENTIAL_BROAD,NONE_IDENTIFIED_STRUCTURAL,CANDIDATE_FOR_BATCH_SELECTION,structural inventory only; no final SERA classification
